category_code,brand01
appliances.kitchen.mixer,polaris
appliances.iron,polaris
computers.peripherals.joystick,sony
accessories.bag,none
furniture.kitchen.table,tefal
appliances.kitchen.microwave,ava
electronics.audio.headphone,jbl
electronics.audio.headphone,samsung
appliances.kitchen.refrigerators,ava
electronics.audio.headphone,sony
appliances.kitchen.kettle,ava
appliances.kitchen.kettle,maxwell
electronics.video.tv,samsung
appliances.kitchen.kettle,scarlett
electronics.smartphone,apple
appliances.kitchen.blender,polaris
appliances.kitchen.kettle,polaris
apparel.shirt,ggg
appliances.sewing_machine,singer
appliances.kitchen.microwave,ava
computers.peripherals.mouse,logitech
computers.peripherals.mouse,logitech
,lumax
electronics.video.tv,lg
computers.ebooks,amazon
computers.notebook,lenovo
appliances.environment.vacuum,lg
computers.peripherals.keyboard,
,astonish
,bosch
electronics.smartphone,samsung
,philips
,xiaomi
electronics.smartphone,samsung
appliances.environment.vacuum,samsung
appliances.kitchen.kettle,vitek
electronics.smartphone,samsung
appliances.kitchen.mixer,polaris
electronics.audio.headphone,hyperx
electronics.audio.headphone,huawei
electronics.audio.headphone,apple
,canon
electronics.video.tv,lg
electronics.audio.headphone,xiaomi
electronics.audio.headphone,bloody
appliances.environment.water_heater,ariston
electronics.smartphone,samsung
electronics.clocks,apple
computers.peripherals.mouse,bloody
appliances.kitchen.refrigerators,beko
,vitek
appliances.personal.scales,polaris
appliances.kitchen.meat_grinder,philips
computers.network.router,mercusys
electronics.smartphone,samsung
appliances.personal.scales,beurer
computers.components.hdd,samsung
,philips
computers.notebook,hp
appliances.kitchen.kettle,
computers.network.router,tp-link
electronics.video.tv,continent
,xiaomi
apparel.glove,sony
electronics.smartphone,apple
computers.network.router,mercusys
electronics.audio.headphone,hyperx
electronics.smartphone,samsung
electronics.smartphone,xiaomi
electronics.smartphone,apple
appliances.kitchen.refrigerators,atlant
,polaris
appliances.kitchen.kettle,vitek
computers.notebook,lenovo
appliances.personal.scales,polaris
computers.peripherals.mouse,razer
electronics.smartphone,samsung
appliances.environment.vacuum,samsung
construction.tools.screw,samsung
computers.peripherals.monitor,asus
electronics.smartphone,samsung
,ava
electronics.smartphone,samsung
appliances.environment.vacuum,samsung
electronics.smartphone,samsung
electronics.audio.headphone,xiaomi
,ava
stationery.cartrige,samsung
computers.components.hdd,portcase
appliances.personal.scales,polaris
furniture.living_room.shelving,victoria
furniture.kitchen.table,berghoff
,berghoff
appliances.kitchen.blender,moulinex
appliances.kitchen.kettle,muljhtidom
appliances.kitchen.refrigerators,organ
appliances.iron,scarlett
computers.peripherals.mouse,genius
computers.peripherals.monitor,msi
computers.peripherals.keyboard,
,rowenta
,babyliss
,ava
,dji
apparel.tshirt,ggg
electronics.smartphone,samsung
,samsung
appliances.environment.air_conditioner,beko
electronics.audio.headphone,xiaomi
appliances.environment.air_conditioner,beko
,rivacase
stationery.battery,camelion
electronics.audio.headphone,bloody
kids.skates,xiaomi
appliances.environment.vacuum,samsung
appliances.iron,tefal
,goodyear
computers.peripherals.printer,canon
computers.notebook,asus
electronics.smartphone,samsung
electronics.smartphone,samsung
appliances.personal.scales,scarlett
computers.notebook,asus
appliances.personal.hair_cutter,philips
electronics.video.tv,joby
,vitek
computers.notebook,trust
computers.peripherals.keyboard,
computers.notebook,hp
electronics.audio.headphone,jbl
electronics.smartphone,samsung
furniture.living_room.chair,dxracer
appliances.personal.scales,ava
appliances.environment.fan,polaris
appliances.personal.scales,ava
appliances.kitchen.kettle,
electronics.tablet,huion
appliances.kitchen.dishwasher,bosch
computers.desktop,oral-b
computers.desktop,oral-b
electronics.tablet,apple
computers.components.hdd,apple
electronics.smartphone,samsung
appliances.personal.hair_cutter,rowenta
,xiaomi
electronics.smartphone,samsung
appliances.personal.scales,ava
appliances.kitchen.blender,moulinex
electronics.smartphone,vivo
electronics.smartphone,samsung
appliances.kitchen.refrigerators,organ
appliances.kitchen.toster,polaris
appliances.environment.vacuum,
,
appliances.kitchen.washer,beko
,none
,usams
,transcend
computers.network.router,d-link
electronics.audio.headphone,sony
,samsung
electronics.smartphone,samsung
electronics.audio.microphone,trust
kids.skates,xiaomi
electronics.audio.headphone,hyperx
,akvafor
appliances.kitchen.meat_grinder,philips
appliances.environment.air_conditioner,ava
electronics.smartphone,samsung
appliances.personal.scales,polaris
electronics.smartphone,samsung
electronics.clocks,samsung
electronics.audio.headphone,hyperx
computers.peripherals.mouse,
computers.components.hdd,samsung
electronics.audio.headphone,apple
,ggg
,yoobao
appliances.environment.vacuum,tefal
,zhiyun
electronics.audio.microphone,trust
appliances.kitchen.meat_grinder,aksion
computers.components.cooler,ship
electronics.audio.microphone,
,deluxe
appliances.kitchen.blender,braun
furniture.kitchen.table,tefal
furniture.kitchen.table,tefal
appliances.personal.scales,vitek
electronics.video.tv,samsung
computers.peripherals.camera,logitech
,nika
appliances.personal.hair_cutter,philips
,apple
electronics.smartphone,samsung
computers.notebook,trust
computers.peripherals.mouse,bloody
computers.peripherals.monitor,hp
electronics.audio.headphone,apple
electronics.smartphone,samsung
appliances.environment.vacuum,bosch
appliances.kitchen.grill,tefal
electronics.smartphone,huawei
appliances.iron,tefal
electronics.smartphone,samsung
electronics.audio.headphone,samsung
,ava
computers.components.cooler,satechi
,xiaomi
electronics.smartphone,samsung
electronics.audio.headphone,apple
computers.components.cooler,ship
electronics.video.tv,lg
computers.network.router,tp-link
,philips
electronics.audio.acoustic,sony
electronics.audio.microphone,
appliances.environment.vacuum,samsung
,rowenta
appliances.kitchen.blender,braun
appliances.kitchen.oven,gorenje
computers.peripherals.mouse,delux
furniture.living_room.cabinet,timson
appliances.environment.water_heater,midea
electronics.smartphone,samsung
apparel.glove,xbox
appliances.iron,braun
,xiaomi
computers.components.hdd,none
electronics.smartphone,samsung
appliances.kitchen.blender,braun
electronics.smartphone,samsung
electronics.audio.headphone,hyperx
appliances.personal.scales,ava
electronics.audio.headphone,plantronics
computers.components.hdd,transcend
appliances.kitchen.blender,braun
,vitek
appliances.kitchen.microwave,ava
appliances.iron,maxwell
,rowenta
electronics.audio.microphone,trust
electronics.telephone,pgytech
appliances.kitchen.juicer,sencor
electronics.video.tv,lg
,ava
computers.components.cooler,ship
electronics.audio.headphone,sony
,rowenta
computers.peripherals.mouse,delux
appliances.personal.scales,ava
computers.peripherals.mouse,x-game
furniture.kitchen.table,tvs
,polaris
appliances.kitchen.refrigerators,ava
,jbl
,samsung
electronics.smartphone,samsung
computers.peripherals.keyboard,rapoo
electronics.audio.headphone,xiaomi
appliances.environment.water_heater,thermex
computers.components.hdd,
appliances.kitchen.microwave,samsung
appliances.kitchen.meat_grinder,philips
appliances.personal.scales,maxwell
,fissman
,berghoff
computers.peripherals.mouse,delux
stationery.battery,camelion
appliances.kitchen.mixer,moulinex
appliances.personal.hair_cutter,rowenta
,rowenta
electronics.audio.headphone,samsung
,ava
,neo
,xiaomi
,lego
auto.accessories.compressor,continent
appliances.kitchen.coffee_machine,peterhof
,ritmix
stationery.battery,camelion
appliances.kitchen.washer,beko
electronics.smartphone,samsung
appliances.personal.scales,ava
,xiaomi
computers.peripherals.keyboard,delux
,apple
appliances.kitchen.hood,beko
computers.peripherals.printer,hp
electronics.smartphone,vivo
computers.peripherals.printer,hp
electronics.audio.headphone,apple
electronics.audio.headphone,neo
,akvafor
construction.tools.screw,apple
,apple
computers.components.memory,kingston
,wintek
computers.peripherals.mouse,logitech
computers.peripherals.keyboard,
electronics.audio.headphone,xiaomi
electronics.audio.headphone,apple
appliances.kitchen.blender,polaris
appliances.kitchen.meat_grinder,neo
,neo
,akvafor
furniture.living_room.shelving,muljhtidom
electronics.audio.headphone,sony
,xiaomi
appliances.kitchen.blender,
appliances.environment.vacuum,samsung
computers.components.hdd,samsung
electronics.tablet,samsung
furniture.kitchen.table,philips
,sbs
,sbs
,spiegelau
appliances.personal.scales,ava
appliances.environment.water_heater,ariston
appliances.kitchen.blender,polaris
,technodom
appliances.personal.hair_cutter,philips
,ava
,ava
electronics.smartphone,samsung
medicine.tools.tonometer,philips
,philips
electronics.smartphone,apple
electronics.audio.headphone,plantronics
electronics.audio.headphone,xiaomi
,ava
electronics.smartphone,samsung
computers.notebook,asus
electronics.smartphone,samsung
computers.notebook,asus
,x-game
,x-game
,x-game
,x-game
,x-game
,x-game
,x-game
,x-game
,x-game
,gopro
computers.peripherals.mouse,zowie
electronics.audio.headphone,xiaomi
furniture.kitchen.table,e-blue
electronics.smartphone,apple
electronics.tablet,samsung
,xiaomi
,huawei
,huawei
electronics.smartphone,huawei
appliances.environment.air_conditioner,lg
appliances.kitchen.mixer,maxwell
kids.skates,xiaomi
stationery.battery,duracell
stationery.battery,duracell
stationery.battery,duracell
appliances.kitchen.coffee_grinder,
,x-game
electronics.audio.headphone,jbl
electronics.smartphone,huawei
,panasonic
electronics.smartphone,apple
electronics.smartphone,samsung
electronics.audio.headphone,apple
electronics.clocks,apple
computers.components.hdd,samsung
electronics.smartphone,samsung
appliances.personal.scales,vitek
electronics.telephone,nokia
electronics.smartphone,samsung
electronics.smartphone,samsung
appliances.environment.air_conditioner,beko
furniture.kitchen.table,tefal
appliances.kitchen.blender,braun
kids.skates,xiaomi
appliances.kitchen.kettle,ava
electronics.audio.headphone,bloody
electronics.audio.headphone,samsung
electronics.smartphone,apple
furniture.living_room.cabinet,tefal
,akvafor
appliances.environment.vacuum,samsung
electronics.smartphone,samsung
appliances.kitchen.washer,beko
,neo
electronics.smartphone,oppo
appliances.kitchen.blender,moulinex
,rowenta
appliances.environment.air_conditioner,ava
appliances.environment.air_conditioner,ava
,perilla
computers.components.cpu,ergolux
computers.components.cpu,ergolux
appliances.kitchen.microwave,beko
appliances.environment.fan,polaris
,samsung
,sony
,xiaomi
appliances.personal.scales,ava
electronics.telephone,nokia
electronics.audio.headphone,samsung
,neo
electronics.smartphone,samsung
electronics.smartphone,huawei
computers.peripherals.joystick,x-game
electronics.smartphone,samsung
electronics.smartphone,samsung
appliances.environment.vacuum,tefal
,apple
appliances.personal.scales,vitek
appliances.ironing_board,perilla
,zhiyun
electronics.smartphone,samsung
stationery.paper,svetocopy
electronics.smartphone,samsung
appliances.iron,tefal
electronics.smartphone,samsung
computers.components.memory,kingston
appliances.kitchen.blender,polaris
electronics.smartphone,samsung
appliances.environment.air_conditioner,beko
appliances.kitchen.hood,electrolux
appliances.kitchen.hood,samsung
appliances.kitchen.refrigerators,lg
electronics.video.tv,lg
appliances.kitchen.washer,samsung
appliances.kitchen.oven,electrolux
electronics.audio.headphone,apple
appliances.kitchen.kettle,
,maxwell
appliances.kitchen.mixer,panasonic
construction.tools.screw,ava
electronics.smartphone,samsung
appliances.kitchen.refrigerators,beko
electronics.video.tv,lg
appliances.kitchen.microwave,ava
appliances.environment.vacuum,samsung
,imetec
computers.peripherals.mouse,genius
furniture.kitchen.table,tefal
furniture.kitchen.table,tefal
stationery.cartrige,epson
computers.network.router,altel
appliances.kitchen.blender,polaris
appliances.kitchen.washer,beko
,xiaomi
computers.peripherals.printer,canon
appliances.iron,tefal
electronics.video.tv,samsung
electronics.audio.headphone,jbl
electronics.audio.headphone,samsung
furniture.kitchen.table,tefal
electronics.smartphone,xiaomi
,polaris
electronics.smartphone,samsung
appliances.personal.scales,ava
electronics.smartphone,samsung
appliances.kitchen.grill,polaris
